Station,Date,Measurement,Month,Year,Day,DoY
09/1949-05/1979,25/01/1969,10.2,01,1969,25,25
09/1949-05/1979,26/01/1969,3.4,01,1969,26,26
09/1949-05/1979,27/01/1969,3.0,01,1969,27,27
09/1949-05/1979,28/01/1969,28.5,01,1969,28,28
09/1949-05/1979,29/01/1969,4.3,01,1969,29,29
09/1949-05/1979,30/01/1969,1.0,01,1969,30,30
09/1949-05/1979,31/01/1969,4.3,01,1969,31,31
09/1949-05/1979,01/02/1969,10.3,02,1969,01,32
09/1949-05/1979,07/02/1969,21.2,02,1969,07,38
09/1949-05/1979,08/02/1969,11.6,02,1969,08,39
09/1949-05/1979,12/02/1969,0.4,02,1969,12,43
09/1949-05/1979,07/03/1969,3.1,03,1969,07,66
09/1949-05/1979,08/03/1969,0.0,03,1969,08,67
09/1949-05/1979,09/03/1969,3.7,03,1969,09,68
09/1949-05/1979,10/03/1969,1.6,03,1969,10,69
09/1949-05/1979,14/03/1969,3.0,03,1969,14,73
09/1949-05/1979,15/03/1969,0.0,03,1969,15,74
09/1949-05/1979,17/03/1969,1.4,03,1969,17,76
09/1949-05/1979,18/03/1969,5.3,03,1969,18,77
09/1949-05/1979,19/03/1969,19.6,03,1969,19,78
09/1949-05/1979,20/03/1969,30.8,03,1969,20,79
09/1949-05/1979,21/03/1969,28.7,03,1969,21,80
09/1949-05/1979,22/03/1969,11.1,03,1969,22,81
09/1949-05/1979,23/03/1969,12.6,03,1969,23,82
09/1949-05/1979,31/03/1969,0.1,03,1969,31,90
09/1949-05/1979,01/04/1969,0.7,04,1969,01,91
09/1949-05/1979,04/04/1969,3.4,04,1969,04,94
09/1949-05/1979,10/04/1969,0.2,04,1969,10,100
09/1949-05/1979,11/04/1969,0.3,04,1969,11,101
09/1949-05/1979,12/04/1969,0.4,04,1969,12,102
09/1949-05/1979,14/04/1969,0.2,04,1969,14,104
09/1949-05/1979,15/04/1969,1.0,04,1969,15,105
09/1949-05/1979,16/04/1969,14.5,04,1969,16,106
09/1949-05/1979,17/04/1969,3.4,04,1969,17,107
09/1949-05/1979,04/05/1969,0.0,05,1969,04,124
09/1949-05/1979,10/05/1969,0.0,05,1969,10,130
09/1949-05/1979,11/05/1969,0.0,05,1969,11,131
09/1949-05/1979,12/05/1969,0.0,05,1969,12,132
09/1949-05/1979,02/09/1969,0.0,09,1969,02,245
09/1949-05/1979,10/09/1969,5.5,09,1969,10,253
09/1949-05/1979,05/10/1969,0.0,10,1969,05,278
09/1949-05/1979,06/10/1969,0.0,10,1969,06,279
09/1949-05/1979,07/10/1969,0.5,10,1969,07,280
09/1949-05/1979,08/10/1969,0.6,10,1969,08,281
09/1949-05/1979,09/10/1969,5.4,10,1969,09,282
09/1949-05/1979,19/10/1969,7.8,10,1969,19,292
09/1949-05/1979,20/10/1969,24.5,10,1969,20,293
09/1949-05/1979,21/10/1969,1.6,10,1969,21,294
09/1949-05/1979,22/10/1969,0.0,10,1969,22,295
09/1949-05/1979,23/10/1969,1.5,10,1969,23,296
09/1949-05/1979,01/11/1969,56.5,11,1969,01,305
09/1949-05/1979,02/11/1969,0.6,11,1969,02,306
09/1949-05/1979,06/11/1969,0.1,11,1969,06,310
09/1949-05/1979,07/11/1969,12.8,11,1969,07,311
09/1949-05/1979,28/11/1969,13.6,11,1969,28,332
09/1949-05/1979,29/11/1969,0.3,11,1969,29,333
09/1949-05/1979,04/12/1969,20.4,12,1969,04,338
09/1949-05/1979,05/12/1969,0.0,12,1969,05,339
09/1949-05/1979,12/12/1969,1.0,12,1969,12,346
09/1949-05/1979,13/12/1969,1.7,12,1969,13,347
09/1949-05/1979,15/12/1969,2.3,12,1969,15,349
09/1949-05/1979,16/12/1969,2.9,12,1969,16,350
09/1949-05/1979,17/12/1969,2.7,12,1969,17,351
09/1949-05/1979,18/12/1969,1.8,12,1969,18,352
09/1949-05/1979,23/12/1969,8.5,12,1969,23,357
09/1949-05/1979,25/12/1969,2.6,12,1969,25,359
09/1949-05/1979,26/12/1969,16.3,12,1969,26,360
09/1949-05/1979,27/12/1969,2.1,12,1969,27,361
09/1949-05/1979,30/12/1969,18.4,12,1969,30,364
09/1949-05/1979,31/12/1969,0.0,12,1969,31,365
09/1949-05/1979,04/01/1970,1.1,01,1970,04,4
09/1949-05/1979,05/01/1970,0.8,01,1970,05,5
09/1949-05/1979,12/01/1970,0.0,01,1970,12,12
09/1949-05/1979,14/01/1970,7.5,01,1970,14,14
09/1949-05/1979,15/01/1970,2.0,01,1970,15,15
09/1949-05/1979,19/01/1970,5.0,01,1970,19,19
09/1949-05/1979,20/01/1970,5.5,01,1970,20,20
09/1949-05/1979,21/01/1970,40.5,01,1970,21,21
09/1949-05/1979,22/01/1970,41.2,01,1970,22,22
09/1949-05/1979,23/01/1970,36.1,01,1970,23,23
09/1949-05/1979,24/01/1970,9.9,01,1970,24,24
09/1949-05/1979,25/01/1970,15.7,01,1970,25,25
09/1949-05/1979,26/01/1970,7.6,01,1970,26,26
09/1949-05/1979,31/01/1970,0.4,01,1970,31,31
09/1949-05/1979,01/02/1970,2.4,02,1970,01,32
09/1949-05/1979,17/02/1970,0.0,02,1970,17,48
09/1949-05/1979,18/02/1970,6.1,02,1970,18,49
09/1949-05/1979,21/02/1970,8.7,02,1970,21,52
09/1949-05/1979,22/02/1970,27.0,02,1970,22,53
09/1949-05/1979,23/02/1970,16.1,02,1970,23,54
09/1949-05/1979,24/02/1970,0.0,02,1970,24,55
09/1949-05/1979,25/02/1970,4.2,02,1970,25,56
09/1949-05/1979,01/03/1970,4.7,03,1970,01,60
09/1949-05/1979,02/03/1970,12.2,03,1970,02,61
09/1949-05/1979,08/03/1970,0.6,03,1970,08,67
09/1949-05/1979,09/03/1970,15.2,03,1970,09,68
09/1949-05/1979,10/03/1970,37.0,03,1970,10,69
09/1949-05/1979,11/03/1970,8.9,03,1970,11,70
09/1949-05/1979,18/03/1970,10.3,03,1970,18,77
09/1949-05/1979,19/03/1970,0.2,03,1970,19,78
09/1949-05/1979,20/03/1970,0.6,03,1970,20,79
09/1949-05/1979,21/03/1970,11.7,03,1970,21,80
09/1949-05/1979,22/03/1970,14.3,03,1970,22,81
09/1949-05/1979,18/04/1970,3.2,04,1970,18,108
09/1949-05/1979,19/04/1970,22.4,04,1970,19,109
09/1949-05/1979,20/04/1970,10.3,04,1970,20,110
09/1949-05/1979,26/04/1970,0.0,04,1970,26,116
09/1949-05/1979,27/04/1970,1.2,04,1970,27,117
09/1949-05/1979,04/05/1970,0.0,05,1970,04,124
09/1949-05/1979,05/05/1970,1.6,05,1970,05,125
09/1949-05/1979,15/11/1971,4.5,11,1971,15,319
09/1949-05/1979,16/11/1971,0.0,11,1971,16,320
09/1949-05/1979,17/11/1971,26.5,11,1971,17,321
09/1949-05/1979,18/11/1971,5.4,11,1971,18,322
09/1949-05/1979,22/11/1971,5.6,11,1971,22,326
09/1949-05/1979,05/12/1971,15.0,12,1971,05,339
09/1949-05/1979,06/12/1971,52.0,12,1971,06,340
09/1949-05/1979,07/12/1971,22.5,12,1971,07,341
09/1949-05/1979,08/12/1971,27.8,12,1971,08,342
09/1949-05/1979,12/12/1971,14.9,12,1971,12,346
09/1949-05/1979,13/12/1971,15.5,12,1971,13,347
09/1949-05/1979,17/12/1971,30.0,12,1971,17,351
09/1949-05/1979,18/12/1971,4.1,12,1971,18,352
09/1949-05/1979,20/12/1971,0.6,12,1971,20,354
09/1949-05/1979,21/12/1971,0.6,12,1971,21,355
09/1949-05/1979,24/12/1971,7.4,12,1971,24,358
09/1949-05/1979,25/12/1971,2.6,12,1971,25,359
09/1949-05/1979,26/12/1971,9.0,12,1971,26,360
09/1949-05/1979,28/12/1971,3.8,12,1971,28,362
09/1949-05/1979,30/12/1971,0.6,12,1971,30,364
09/1949-05/1979,31/12/1971,2.0,12,1971,31,365
09/1949-05/1979,13/01/1972,11.3,01,1972,13,13
09/1949-05/1979,14/01/1972,2.1,01,1972,14,14
09/1949-05/1979,15/01/1972,14.0,01,1972,15,15
09/1949-05/1979,16/01/1972,8.7,01,1972,16,16
09/1949-05/1979,20/01/1972,2.3,01,1972,20,20
09/1949-05/1979,21/01/1972,27.2,01,1972,21,21
09/1949-05/1979,22/01/1972,1.5,01,1972,22,22
09/1949-05/1979,25/01/1972,9.0,01,1972,25,25
09/1949-05/1979,26/01/1972,9.2,01,1972,26,26
09/1949-05/1979,27/01/1972,0.9,01,1972,27,27
09/1949-05/1979,28/01/1972,3.5,01,1972,28,28
09/1949-05/1979,02/02/1972,1.8,02,1972,02,33
09/1949-05/1979,03/02/1972,21.0,02,1972,03,34
09/1949-05/1979,04/02/1972,13.0,02,1972,04,35
09/1949-05/1979,05/02/1972,17.8,02,1972,05,36
09/1949-05/1979,06/02/1972,12.0,02,1972,06,37
09/1949-05/1979,07/02/1972,2.0,02,1972,07,38
09/1949-05/1979,16/02/1972,10.5,02,1972,16,47
09/1949-05/1979,17/02/1972,10.5,02,1972,17,48
09/1949-05/1979,18/02/1972,3.0,02,1972,18,49
09/1949-05/1979,19/02/1972,1.3,02,1972,19,50
09/1949-05/1979,20/02/1972,0.0,02,1972,20,51
09/1949-05/1979,13/03/1972,15.0,03,1972,13,73
09/1949-05/1979,14/03/1972,2.5,03,1972,14,74
09/1949-05/1979,15/03/1972,24.0,03,1972,15,75
09/1949-05/1979,16/03/1972,7.7,03,1972,16,76
09/1949-05/1979,20/03/1972,5.3,03,1972,20,80
09/1949-05/1979,21/03/1972,0.7,03,1972,21,81
09/1949-05/1979,22/03/1972,1.8,03,1972,22,82
09/1949-05/1979,23/03/1972,5.9,03,1972,23,83
09/1949-05/1979,24/03/1972,8.0,03,1972,24,84
09/1949-05/1979,03/04/1972,3.0,04,1972,03,94
09/1949-05/1979,07/04/1972,0.0,04,1972,07,98
09/1949-05/1979,08/04/1972,18.5,04,1972,08,99
09/1949-05/1979,09/04/1972,1.0,04,1972,09,100
09/1949-05/1979,10/04/1972,18.3,04,1972,10,101
09/1949-05/1979,29/04/1972,1.8,04,1972,29,120
09/1949-05/1979,30/04/1972,8.0,04,1972,30,121
09/1949-05/1979,01/05/1972,18.0,05,1972,01,122
09/1949-05/1979,13/10/1972,0.0,10,1972,13,287
09/1949-05/1979,14/10/1972,0.0,10,1972,14,288
09/1949-05/1979,15/10/1972,0.0,10,1972,15,289
09/1949-05/1979,27/10/1972,0.0,10,1972,27,301
09/1949-05/1979,28/10/1972,3.0,10,1972,28,302
09/1949-05/1979,29/10/1972,0.0,10,1972,29,303
09/1949-05/1979,02/11/1972,9.6,11,1972,02,307
09/1949-05/1979,03/11/1972,2.0,11,1972,03,308
09/1949-05/1979,11/11/1972,0.0,11,1972,11,316
09/1949-05/1979,12/11/1972,0.0,11,1972,12,317
09/1949-05/1979,13/11/1972,3.1,11,1972,13,318
09/1949-05/1979,24/11/1972,8.1,11,1972,24,329
09/1949-05/1979,25/11/1972,5.2,11,1972,25,330
09/1949-05/1979,26/11/1972,3.7,11,1972,26,331
09/1949-05/1979,27/11/1972,2.4,11,1972,27,332
09/1949-05/1979,28/11/1972,1.8,11,1972,28,333
09/1949-05/1979,10/12/1972,3.5,12,1972,10,345
09/1949-05/1979,18/12/1972,2.2,12,1972,18,353
09/1949-05/1979,19/12/1972,19.1,12,1972,19,354
09/1949-05/1979,20/12/1972,16.3,12,1972,20,355
09/1949-05/1979,21/12/1972,0.5,12,1972,21,356
09/1949-05/1979,29/12/1972,0.6,12,1972,29,364
09/1949-05/1979,11/01/1973,0.1,01,1973,11,11
09/1949-05/1979,12/01/1973,10.3,01,1973,12,12
09/1949-05/1979,13/01/1973,6.9,01,1973,13,13
09/1949-05/1979,14/01/1973,41.2,01,1973,14,14
09/1949-05/1979,15/01/1973,12.6,01,1973,15,15
09/1949-05/1979,16/01/1973,3.2,01,1973,16,16
09/1949-05/1979,17/01/1973,9.8,01,1973,17,17
09/1949-05/1979,27/01/1973,22.7,01,1973,27,27
09/1949-05/1979,28/01/1973,0.3,01,1973,28,28
09/1949-05/1979,30/01/1973,6.6,01,1973,30,30
09/1949-05/1979,31/01/1973,26.6,01,1973,31,31
09/1949-05/1979,05/02/1973,0.1,02,1973,05,36
09/1949-05/1979,06/02/1973,0.0,02,1973,06,37
09/1949-05/1979,08/02/1973,0.0,02,1973,08,39
09/1949-05/1979,20/02/1973,0.3,02,1973,20,51
09/1949-05/1979,21/02/1973,0.6,02,1973,21,52
09/1949-05/1979,22/02/1973,22.8,02,1973,22,53
09/1949-05/1979,23/02/1973,16.9,02,1973,23,54
09/1949-05/1979,24/02/1973,0.5,02,1973,24,55
09/1949-05/1979,25/02/1973,1.3,02,1973,25,56
09/1949-05/1979,01/03/1973,0.0,03,1973,01,60
09/1949-05/1979,02/03/1973,8.4,03,1973,02,61
09/1949-05/1979,03/03/1973,10.7,03,1973,03,62
09/1949-05/1979,05/03/1973,8.5,03,1973,05,64
09/1949-05/1979,06/03/1973,33.3,03,1973,06,65
09/1949-05/1979,07/03/1973,13.8,03,1973,07,66
09/1949-05/1979,15/03/1973,0.0,03,1973,15,74
09/1949-05/1979,16/03/1973,0.0,03,1973,16,75
09/1949-05/1979,19/03/1973,0.3,03,1973,19,78
09/1949-05/1979,20/03/1973,4.6,03,1973,20,79
09/1949-05/1979,21/03/1973,5.8,03,1973,21,80
09/1949-05/1979,03/04/1973,1.0,04,1973,03,93
09/1949-05/1979,06/04/1973,0.0,04,1973,06,96
09/1949-05/1979,07/04/1973,8.7,04,1973,07,97
09/1949-05/1979,08/04/1973,4.0,04,1973,08,98
09/1949-05/1979,15/04/1973,0.1,04,1973,15,105
09/1949-05/1979,19/04/1973,0.0,04,1973,19,109
09/1949-05/1979,20/04/1973,0.0,04,1973,20,110
09/1949-05/1979,21/04/1973,0.3,04,1973,21,111
09/1949-05/1979,25/04/1973,0.0,04,1973,25,115
09/1949-05/1979,07/05/1973,0.0,05,1973,07,127
09/1949-05/1979,15/05/1973,1.1,05,1973,15,135
09/1949-05/1979,16/05/1973,5.2,05,1973,16,136
09/1949-05/1979,29/05/1973,0.0,05,1973,29,149
09/1949-05/1979,12/06/1973,0.0,06,1973,12,163
09/1949-05/1979,30/09/1973,0.8,09,1973,30,273
09/1949-05/1979,08/10/1973,0.0,10,1973,08,281
09/1949-05/1979,31/10/1973,38.0,10,1973,31,304
09/1949-05/1979,01/11/1973,8.5,11,1973,01,305
09/1949-05/1979,03/11/1973,0.2,11,1973,03,307
09/1949-05/1979,11/11/1973,17.8,11,1973,11,315
09/1949-05/1979,12/11/1973,28.9,11,1973,12,316
09/1949-05/1979,13/11/1973,14.0,11,1973,13,317
09/1949-05/1979,14/11/1973,0.2,11,1973,14,318
09/1949-05/1979,22/11/1973,36.8,11,1973,22,326
09/1949-05/1979,23/11/1973,8.4,11,1973,23,327
09/1949-05/1979,30/11/1973,0.3,11,1973,30,334
09/1949-05/1979,02/12/1973,0.0,12,1973,02,336
09/1949-05/1979,07/12/1973,6.2,12,1973,07,341
09/1949-05/1979,08/12/1973,0.6,12,1973,08,342
09/1949-05/1979,10/12/1973,0.0,12,1973,10,344
09/1949-05/1979,13/12/1973,0.2,12,1973,13,347
09/1949-05/1979,16/12/1973,23.5,12,1973,16,350
09/1949-05/1979,17/12/1973,7.1,12,1973,17,351
09/1949-05/1979,30/12/1973,3.1,12,1973,30,364
09/1949-05/1979,06/01/1974,3.0,01,1974,06,6
09/1949-05/1979,07/01/1974,10.0,01,1974,07,7
09/1949-05/1979,08/01/1974,5.9,01,1974,08,8
09/1949-05/1979,09/01/1974,25.9,01,1974,09,9
09/1949-05/1979,10/01/1974,4.8,01,1974,10,10
09/1949-05/1979,13/01/1974,25.0,01,1974,13,13
09/1949-05/1979,14/01/1974,15.9,01,1974,14,14
09/1949-05/1979,15/01/1974,11.2,01,1974,15,15
09/1949-05/1979,16/01/1974,37.0,01,1974,16,16
09/1949-05/1979,17/01/1974,27.7,01,1974,17,17
09/1949-05/1979,18/01/1974,1.3,01,1974,18,18
09/1949-05/1979,19/01/1974,20.4,01,1974,19,19
09/1949-05/1979,20/01/1974,33.8,01,1974,20,20
09/1949-05/1979,21/01/1974,26.6,01,1974,21,21
09/1949-05/1979,22/01/1974,6.0,01,1974,22,22
09/1949-05/1979,23/01/1974,2.9,01,1974,23,23
09/1949-05/1979,24/01/1974,0.2,01,1974,24,24
09/1949-05/1979,26/01/1974,0.0,01,1974,26,26
09/1949-05/1979,27/01/1974,8.0,01,1974,27,27
09/1949-05/1979,28/01/1974,0.5,01,1974,28,28
09/1949-05/1979,29/01/1974,0.0,01,1974,29,29
09/1949-05/1979,30/01/1974,13.7,01,1974,30,30
09/1949-05/1979,31/01/1974,7.0,01,1974,31,31
09/1949-05/1979,10/02/1974,10.5,02,1974,10,41
09/1949-05/1979,11/02/1974,13.1,02,1974,11,42
09/1949-05/1979,12/02/1974,5.9,02,1974,12,43
09/1949-05/1979,13/02/1974,0.2,02,1974,13,44
09/1949-05/1979,14/02/1974,0.2,02,1974,14,45
09/1949-05/1979,16/02/1974,1.4,02,1974,16,47
09/1949-05/1979,17/02/1974,0.6,02,1974,17,48
09/1949-05/1979,24/02/1974,4.1,02,1974,24,55
09/1949-05/1979,26/02/1974,5.6,02,1974,26,57
09/1949-05/1979,27/02/1974,4.0,02,1974,27,58
09/1949-05/1979,28/02/1974,44.6,02,1974,28,59
09/1949-05/1979,01/03/1974,11.9,03,1974,01,60
09/1949-05/1979,02/03/1974,5.8,03,1974,02,61
09/1949-05/1979,03/03/1974,2.0,03,1974,03,62
09/1949-05/1979,11/03/1974,0.0,03,1974,11,70
09/1949-05/1979,12/03/1974,0.0,03,1974,12,71
09/1949-05/1979,13/03/1974,0.0,03,1974,13,72
09/1949-05/1979,14/03/1974,1.5,03,1974,14,73
09/1949-05/1979,15/03/1974,18.2,03,1974,15,74
09/1949-05/1979,16/03/1974,0.0,03,1974,16,75
09/1949-05/1979,17/03/1974,22.8,03,1974,17,76
09/1949-05/1979,19/03/1974,1.3,03,1974,19,78
09/1949-05/1979,20/03/1974,0.8,03,1974,20,79
09/1949-05/1979,21/03/1974,13.2,03,1974,21,80
09/1949-05/1979,28/03/1974,0.0,03,1974,28,87
09/1949-05/1979,02/04/1974,0.0,04,1974,02,92
09/1949-05/1979,03/04/1974,2.4,04,1974,03,93
09/1949-05/1979,04/04/1974,10.2,04,1974,04,94
09/1949-05/1979,05/04/1974,3.2,04,1974,05,95
09/1949-05/1979,08/04/1974,10.6,04,1974,08,98
09/1949-05/1979,09/04/1974,9.8,04,1974,09,99
09/1949-05/1979,10/04/1974,17.6,04,1974,10,100
09/1949-05/1979,18/04/1974,0.0,04,1974,18,108
09/1949-05/1979,02/05/1974,0.0,05,1974,02,122
09/1949-05/1979,03/05/1974,0.7,05,1974,03,123
09/1949-05/1979,11/05/1974,0.0,05,1974,11,131
09/1949-05/1979,02/11/1974,0.5,11,1974,02,306
09/1949-05/1979,03/11/1974,1.0,11,1974,03,307
09/1949-05/1979,17/11/1974,0.1,11,1974,17,321
09/1949-05/1979,18/11/1974,2.8,11,1974,18,322
09/1949-05/1979,19/11/1974,3.9,11,1974,19,323
09/1949-05/1979,21/11/1974,0.2,11,1974,21,325
09/1949-05/1979,22/11/1974,7.6,11,1974,22,326
09/1949-05/1979,23/11/1974,18.1,11,1974,23,327
09/1949-05/1979,24/11/1974,15.0,11,1974,24,328
09/1949-05/1979,28/11/1974,0.8,11,1974,28,332
09/1949-05/1979,29/11/1974,0.8,11,1974,29,333
09/1949-05/1979,04/12/1974,13.0,12,1974,04,338
09/1949-05/1979,05/12/1974,8.0,12,1974,05,339
09/1949-05/1979,06/12/1974,11.0,12,1974,06,340
09/1949-05/1979,07/12/1974,9.1,12,1974,07,341
09/1949-05/1979,08/12/1974,22.7,12,1974,08,342
09/1949-05/1979,09/12/1974,5.0,12,1974,09,343
09/1949-05/1979,10/12/1974,23.2,12,1974,10,344
09/1949-05/1979,11/12/1974,3.7,12,1974,11,345
09/1949-05/1979,12/12/1974,1.5,12,1974,12,346
09/1949-05/1979,13/12/1974,1.0,12,1974,13,347
09/1949-05/1979,17/12/1974,2.3,12,1974,17,351
09/1949-05/1979,18/12/1974,13.7,12,1974,18,352
09/1949-05/1979,20/12/1974,12.2,12,1974,20,354
09/1949-05/1979,21/12/1974,0.0,12,1974,21,355
09/1949-05/1979,27/12/1974,0.1,12,1974,27,361
09/1949-05/1979,28/12/1974,0.8,12,1974,28,362
09/1949-05/1979,31/12/1974,4.5,12,1974,31,365
09/1949-05/1979,02/01/1975,1.1,01,1975,02,2
09/1949-05/1979,03/01/1975,0.5,01,1975,03,3
09/1949-05/1979,04/01/1975,5.2,01,1975,04,4
09/1949-05/1979,05/01/1975,0.6,01,1975,05,5
09/1949-05/1979,06/01/1975,2.0,01,1975,06,6
09/1949-05/1979,08/01/1975,1.7,01,1975,08,8
09/1949-05/1979,10/01/1975,12.2,01,1975,10,10
09/1949-05/1979,11/01/1975,0.5,01,1975,11,11
09/1949-05/1979,17/01/1975,2.4,01,1975,17,17
09/1949-05/1979,18/01/1975,1.5,01,1975,18,18
09/1949-05/1979,20/01/1975,0.0,01,1975,20,20
09/1949-05/1979,21/01/1975,0.5,01,1975,21,21
09/1949-05/1979,26/01/1975,1.4,01,1975,26,26
09/1949-05/1979,27/01/1975,7.0,01,1975,27,27
09/1949-05/1979,28/01/1975,2.2,01,1975,28,28
09/1949-05/1979,31/01/1975,0.4,01,1975,31,31
09/1949-05/1979,01/02/1975,44.8,02,1975,01,32
09/1949-05/1979,02/02/1975,1.6,02,1975,02,33
09/1949-05/1979,03/02/1975,11.7,02,1975,03,34
09/1949-05/1979,06/02/1975,4.4,02,1975,06,37
09/1949-05/1979,07/02/1975,0.3,02,1975,07,38
09/1949-05/1979,08/02/1975,7.5,02,1975,08,39
09/1949-05/1979,09/02/1975,31.7,02,1975,09,40
09/1949-05/1979,10/02/1975,13.4,02,1975,10,41
09/1949-05/1979,19/02/1975,1.9,02,1975,19,50
09/1949-05/1979,20/02/1975,21.6,02,1975,20,51
09/1949-05/1979,21/02/1975,13.6,02,1975,21,52
09/1949-05/1979,22/02/1975,0.2,02,1975,22,53
09/1949-05/1979,24/02/1975,0.7,02,1975,24,55
09/1949-05/1979,25/02/1975,5.5,02,1975,25,56
09/1949-05/1979,26/02/1975,2.3,02,1975,26,57
09/1949-05/1979,27/02/1975,0.1,02,1975,27,58
09/1949-05/1979,28/02/1975,18.0,02,1975,28,59
09/1949-05/1979,01/03/1975,14.1,03,1975,01,60
09/1949-05/1979,17/03/1975,34.2,03,1975,17,76
09/1949-05/1979,18/03/1975,23.2,03,1975,18,77
09/1949-05/1979,19/03/1975,0.4,03,1975,19,78
09/1949-05/1979,23/03/1975,2.0,03,1975,23,82
09/1949-05/1979,26/03/1975,3.6,03,1975,26,85
09/1949-05/1979,08/04/1975,0.3,04,1975,08,98
09/1949-05/1979,17/04/1975,0.8,04,1975,17,107
09/1949-05/1979,18/04/1975,0.4,04,1975,18,108
09/1949-05/1979,19/04/1975,0.0,04,1975,19,109
09/1949-05/1979,20/04/1975,0.0,04,1975,20,110
09/1949-05/1979,21/04/1975,1.7,04,1975,21,111
09/1949-05/1979,11/05/1975,0.0,05,1975,11,131
09/1949-05/1979,17/05/1975,0.2,05,1975,17,137
09/1949-05/1979,22/06/1975,0.0,06,1975,22,173
09/1949-05/1979,25/06/1975,0.0,06,1975,25,176
09/1949-05/1979,19/09/1975,0.0,09,1975,19,262
09/1949-05/1979,29/09/1975,0.0,09,1975,29,272
09/1949-05/1979,30/09/1975,1.2,09,1975,30,273
09/1949-05/1979,08/10/1975,2.9,10,1975,08,281
09/1949-05/1979,26/10/1975,0.0,10,1975,26,299
09/1949-05/1979,27/10/1975,0.4,10,1975,27,300
09/1949-05/1979,30/10/1975,0.5,10,1975,30,303
09/1949-05/1979,09/11/1975,3.3,11,1975,09,313
09/1949-05/1979,10/11/1975,4.8,11,1975,10,314
09/1949-05/1979,12/11/1975,0.8,11,1975,12,316
09/1949-05/1979,13/11/1975,2.3,11,1975,13,317
09/1949-05/1979,14/11/1975,8.9,11,1975,14,318
09/1949-05/1979,15/11/1975,1.1,11,1975,15,319
09/1949-05/1979,16/11/1975,15.5,11,1975,16,320
09/1949-05/1979,17/11/1975,0.7,11,1975,17,321
09/1949-05/1979,22/11/1975,0.0,11,1975,22,326
09/1949-05/1979,23/11/1975,0.0,11,1975,23,327
09/1949-05/1979,24/11/1975,0.6,11,1975,24,328
09/1949-05/1979,25/11/1975,16.1,11,1975,25,329
09/1949-05/1979,26/11/1975,4.8,11,1975,26,330
09/1949-05/1979,30/11/1975,22.3,11,1975,30,334
09/1949-05/1979,08/12/1975,19.1,12,1975,08,342
09/1949-05/1979,09/12/1975,27.0,12,1975,09,343
09/1949-05/1979,15/12/1975,3.0,12,1975,15,349
09/1949-05/1979,17/12/1975,7.0,12,1975,17,351
09/1949-05/1979,21/12/1975,15.8,12,1975,21,355
09/1949-05/1979,26/12/1975,8.7,12,1975,26,360
09/1949-05/1979,27/12/1975,51.4,12,1975,27,361
09/1949-05/1979,28/12/1975,3.3,12,1975,28,362
09/1949-05/1979,29/12/1975,5.5,12,1975,29,363
09/1949-05/1979,30/12/1975,0.2,12,1975,30,364
09/1949-05/1979,03/01/1976,3.2,01,1976,03,3
09/1949-05/1979,04/01/1976,1.5,01,1976,04,4
09/1949-05/1979,05/01/1976,6.7,01,1976,05,5
09/1949-05/1979,11/01/1976,4.8,01,1976,11,11
09/1949-05/1979,12/01/1976,14.1,01,1976,12,12
09/1949-05/1979,16/01/1976,0.5,01,1976,16,16
09/1949-05/1979,18/01/1976,12.0,01,1976,18,18
09/1949-05/1979,19/01/1976,1.4,01,1976,19,19
09/1949-05/1979,21/01/1976,2.9,01,1976,21,21
09/1949-05/1979,23/01/1976,18.3,01,1976,23,23
09/1949-05/1979,24/01/1976,4.1,01,1976,24,24
09/1949-05/1979,28/01/1976,0.7,01,1976,28,28
09/1949-05/1979,29/01/1976,3.9,01,1976,29,29
09/1949-05/1979,30/01/1976,11.4,01,1976,30,30
09/1949-05/1979,31/01/1976,0.1,01,1976,31,31
09/1949-05/1979,02/02/1976,4.0,02,1976,02,33
09/1949-05/1979,03/02/1976,6.1,02,1976,03,34
09/1949-05/1979,05/02/1976,5.0,02,1976,05,36
09/1949-05/1979,06/02/1976,0.4,02,1976,06,37
09/1949-05/1979,07/02/1976,3.3,02,1976,07,38
09/1949-05/1979,08/02/1976,5.0,02,1976,08,39
09/1949-05/1979,09/02/1976,18.0,02,1976,09,40
09/1949-05/1979,10/02/1976,4.7,02,1976,10,41
09/1949-05/1979,11/02/1976,1.2,02,1976,11,42
09/1949-05/1979,12/02/1976,0.4,02,1976,12,43
09/1949-05/1979,23/02/1976,15.3,02,1976,23,54
09/1949-05/1979,24/02/1976,22.9,02,1976,24,55
09/1949-05/1979,25/02/1976,2.5,02,1976,25,56
09/1949-05/1979,26/02/1976,15.5,02,1976,26,57
09/1949-05/1979,27/02/1976,0.2,02,1976,27,58
09/1949-05/1979,28/02/1976,8.2,02,1976,28,59
09/1949-05/1979,29/02/1976,4.5,02,1976,29,60
09/1949-05/1979,04/03/1976,1.0,03,1976,04,64
09/1949-05/1979,05/03/1976,1.8,03,1976,05,65
09/1949-05/1979,06/03/1976,0.4,03,1976,06,66
09/1949-05/1979,08/03/1976,0.0,03,1976,08,68
09/1949-05/1979,09/03/1976,0.0,03,1976,09,69
09/1949-05/1979,11/03/1976,9.7,03,1976,11,71
09/1949-05/1979,12/03/1976,13.2,03,1976,12,72
09/1949-05/1979,13/03/1976,21.8,03,1976,13,73
09/1949-05/1979,16/03/1976,0.0,03,1976,16,76
